観測所番号,観測所名,ｶﾀｶﾅ名,緯度,経度,標高,正式名称,都道府県,市町村
56286,白山河内,ﾊｸｻﾝｶﾜﾁ,36.397,136.62,136,白山河内アメダス,石川県,白山市
56301,加賀中津原,ｶｶﾞﾅｶﾂﾊﾗ,36.262,136.397,65,加賀中津原アメダス,石川県,加賀市
56346,白山白峰,ﾊｸｻﾝｼﾗﾐﾈ,36.18,136.625,470,白山白峰アメダス,石川県,白山市
56401,舳倉島,ﾍｸﾞﾗｼﾞﾏ,37.85,136.918,8,舳倉島アメダス,石川県,輪島市
57001,三国,ﾐｸﾆ,36.243,136.173,34,三国アメダス,福井県,坂井市
57026,春江,ﾊﾙｴ,36.142,136.223,5,福井航空気象観測所,福井県,坂井市
57051,越廼,ｺｼﾉ,36.012,135.99,30,越廼アメダス,福井県,福井市
57066,福井,ﾌｸｲ,36.055,136.222,9,福井地方気象台,福井県,福井市
57071,美山,ﾐﾔﾏ,35.998,136.358,70,美山アメダス,福井県,福井市
57082,勝山,ｶﾂﾔﾏ,36.038,136.522,196,勝山アメダス,福井県,勝山市
57106,武生,ﾀｹﾌ,35.905,136.173,32,武生アメダス,福井県,越前市
57121,大野,ｵｵﾉ,35.972,136.497,182,大野アメダス,福井県,大野市
57176,九頭竜,ｸｽﾞﾘｭｳ,35.908,136.668,436,九頭竜アメダス,福井県,大野市
57206,今庄,ｲﾏｼﾞｮｳ,35.767,136.2,128,今庄アメダス,福井県,南条郡南越前町
57248,敦賀,ﾂﾙｶﾞ,35.653,136.062,2,敦賀特別地域気象観測所,福井県,敦賀市
57286,美浜,ﾐﾊﾏ,35.6,135.917,10,美浜アメダス,福井県,三方郡美浜町
57311,大飯,ｵｵｲ,35.48,135.617,3,大飯アメダス,福井県,大飯郡おおい町
57317,小浜,ｵﾊﾞﾏ,35.483,135.782,10,小浜アメダス,福井県,小浜市
60026,柳ケ瀬,ﾔﾅｶﾞｾ,35.582,136.188,220,柳ケ瀬アメダス,滋賀県,長浜市
60051,今津,ｲﾏﾂﾞ,35.412,136.028,88,今津アメダス,滋賀県,高島市
60061,長浜,ﾅｶﾞﾊﾏ,35.423,136.242,95,長浜アメダス,滋賀県,長浜市
60081,朽木平良,ｸﾂｷﾍﾗ,35.308,135.83,380,朽木平良アメダス,滋賀県,高島市
60102,米原,ﾏｲﾊﾞﾗ,35.383,136.343,147,米原アメダス,滋賀県,米原市
60116,南小松,ﾐﾅﾐｺﾏﾂ,35.235,135.957,90,南小松アメダス,滋賀県,大津市
60131,彦根,ﾋｺﾈ,35.275,136.243,87,彦根地方気象台,滋賀県,彦根市
60161,近江八幡,ｵｳﾐﾊﾁﾏﾝ,35.127,136.092,90,近江八幡アメダス,滋賀県,近江八幡市
60196,東近江,ﾋｶﾞｼｵｳﾐ,35.062,136.19,128,東近江アメダス,滋賀県,東近江市
60216,大津,ｵｵﾂ,34.992,135.912,86,大津アメダス,滋賀県,大津市
60226,信楽,ｼｶﾞﾗｷ,34.913,136.08,265,信楽アメダス,滋賀県,甲賀市
60236,土山,ﾂﾁﾔﾏ,34.938,136.278,248,土山アメダス,滋賀県,甲賀市
61001,間人,ﾀｲｻﾞ,35.737,135.087,42,間人アメダス,京都府,京丹後市
61031,峰山,ﾐﾈﾔﾏ,35.618,135.072,23,峰山アメダス,京都府,京丹後市
61076,宮津,ﾐﾔﾂﾞ,35.55,135.235,2,宮津アメダス,京都府,宮津市
61096,坂浦,ｻｶｳﾗ,35.418,135.087,223,坂浦アメダス,京都府,福知山市
61111,舞鶴,ﾏｲﾂﾞﾙ,35.45,135.317,2,舞鶴特別地域気象観測所,京都府,舞鶴市
61151,睦寄,ﾑﾂﾖﾘ,35.382,135.453,175,睦寄アメダス,京都府,綾部市
61187,福知山,ﾌｸﾁﾔﾏ,35.312,135.113,17,福知山アメダス,京都府,福知山市
61192,三和,ﾐﾜ,35.217,135.232,105,三和アメダス,京都府,福知山市
61196,綾部山家,ｱﾔﾍﾞﾔﾏｶﾞ,35.297,135.315,87,綾部山家アメダス,京都府,綾部市
61201,本庄,ﾎﾝｼﾞｮｳ,35.26,135.395,95,本庄アメダス,京都府,船井郡京丹波町
61206,美山,ﾐﾔﾏ,35.275,135.55,200,美山アメダス,京都府,南丹市
61241,須知,ｼｭｳﾁ,35.177,135.42,150,須知アメダス,京都府,船井郡京丹波町
61242,園部,ｿﾉﾍﾞ,35.108,135.455,134,園部アメダス,京都府,南丹市
61251,京北,ｹｲﾎｸ,35.182,135.662,260,京北アメダス,京都府,京都市
61286,京都,ｷｮｳﾄ,35.013,135.732,41,京都地方気象台,京都府,京都市
61306,長岡京,ﾅｶﾞｵｶｷｮｳ,34.93,135.678,71,長岡京アメダス,京都府,長岡京市
61326,京田辺,ｷｮｳﾀﾅﾍﾞ,34.83,135.76,20,京田辺アメダス,京都府,京田辺市
62016,能勢,ﾉｾ,34.948,135.455,235,能勢アメダス,大阪府,豊能郡能勢町
62037,茨木,ｲﾊﾞﾗｷ,34.86,135.56,78,茨木アメダス,大阪府,茨木市
62046,枚方,ﾋﾗｶﾀ,34.808,135.672,26,枚方アメダス,大阪府,枚方市
62051,豊中,ﾄﾖﾅｶ,34.783,135.438,12,大阪航空気象観測所,大阪府,豊中市
62078,大阪,ｵｵｻｶ,34.682,135.518,23,大阪管区気象台,大阪府,大阪市
62081,生駒山,ｲｺﾏﾔﾏ,34.675,135.677,626,生駒山アメダス,大阪府,東大阪市
62091,堺,ｻｶｲ,34.555,135.485,20,堺アメダス,大阪府,堺市
62096,八尾,ﾔｵ,34.597,135.6,10,八尾航空気象観測所,大阪府,八尾市
62101,関空島,ｶﾝｸｳｼﾞﾏ,34.433,135.232,5,関西航空地方気象台,大阪府,泉南郡田尻町
62111,河内長野,ｶﾜﾁﾅｶﾞﾉ,34.423,135.543,160,河内長野アメダス,大阪府,河内長野市
62131,熊取,ｸﾏﾄﾘ,34.385,135.35,68,熊取アメダス,大阪府,泉南郡熊取町
63016,香住,ｶｽﾐ,35.625,134.627,5,香住アメダス,兵庫県,美方郡香美町
63032,温泉,ｵﾝｾﾝ,35.528,134.48,233,温泉アメダス,兵庫県,美方郡新温泉町
63051,豊岡,ﾄﾖｵｶ,35.535,134.822,3,豊岡特別地域気象観測所,兵庫県,豊岡市
63071,兎和野高原,ｳﾜﾉｺｳｹﾞﾝ,35.432,134.583,540,兎和野高原アメダス,兵庫県,美方郡香美町
63111,大屋,ｵｵﾔ,35.332,134.665,150,大屋アメダス,兵庫県,養父市
63116,八鹿,ﾖｳｶ,35.398,134.74,183,八鹿アメダス,兵庫県,養父市
63121,和田山,ﾜﾀﾞﾔﾏ,35.323,134.848,80,和田山アメダス,兵庫県,朝来市
63201,生野,ｲｸﾉ,35.167,134.792,320,生野アメダス,兵庫県,朝来市
63216,柏原,ｶｲﾊﾞﾗ,35.137,135.065,98,柏原アメダス,兵庫県,丹波市
63241,佐用,ｻﾖｳ,35.017,134.368,120,佐用アメダス,兵庫県,佐用郡佐用町
63251,一宮,ｲﾁﾉﾐﾔ,35.097,134.585,195,一宮アメダス,兵庫県,宍粟市
63321,福崎,ﾌｸｻｷ,34.95,134.748,72,福崎アメダス,兵庫県,神崎郡福崎町
63331,西脇,ﾆｼﾜｷ,34.998,134.997,72,西脇アメダス,兵庫県,西脇市
63346,後川,ｼﾂｶﾜ,35.025,135.293,330,後川アメダス,兵庫県,丹波篠山市
63366,上郡,ｶﾐｺﾞｵﾘ,34.858,134.373,20,上郡アメダス,兵庫県,赤穂郡上郡町
63383,姫路,ﾋﾒｼﾞ,34.838,134.67,38,姫路特別地域気象観測所,兵庫県,姫路市
63411,三田,ｻﾝﾀﾞ,34.895,135.212,150,三田アメダス,兵庫県,三田市
63461,三木,ﾐｷ,34.777,135.013,145,三木アメダス,兵庫県,三木市
63477,西宮,ﾆｼﾉﾐﾔ,34.75,135.335,38,西宮アメダス,兵庫県,西宮市
63491,家島,ｲｴｼﾏ,34.672,134.527,88,家島アメダス,兵庫県,姫路市
63496,明石,ｱｶｼ,34.687,134.877,3,明石アメダス,兵庫県,明石市
63517,神戸空港,ｺｳﾍﾞｸｳｺｳ,34.632,135.223,5,神戸航空気象観測所,兵庫県,神戸市
63518,神戸,ｺｳﾍﾞ,34.697,135.212,5,神戸地方気象台,兵庫県,神戸市
63551,郡家,ｸﾞﾝｹﾞ,34.467,134.848,5,郡家アメダス,兵庫県,淡路市
63571,洲本,ｽﾓﾄ,34.31,134.848,69,洲本特別地域気象観測所,兵庫県,洲本市
63588,南淡,ﾅﾝﾀﾞﾝ,34.218,134.72,5,南淡アメダス,兵庫県,南あわじ市
64036,奈良,ﾅﾗ,34.673,135.837,102,奈良地方気象台,奈良県,奈良市
64041,針,ﾊﾘ,34.605,135.952,468,針アメダス,奈良県,奈良市
64056,田原本,ﾀﾜﾗﾓﾄ,34.555,135.785,50,田原本アメダス,奈良県,磯城郡田原本町
64076,曽爾,ｿﾆ,34.522,136.158,610,曽爾アメダス,奈良県,宇陀郡曽爾村
64091,葛城,ｶﾂﾗｷﾞ,34.488,135.703,141,葛城アメダス,奈良県,葛城市
64101,大宇陀,ｵｵｳﾀﾞ,34.488,135.932,349,大宇陀アメダス,奈良県,宇陀市
64127,五條,ｺﾞｼﾞｮｳ,34.38,135.73,190,五條アメダス,奈良県,五條市
64136,吉野,ﾖｼﾉ,34.378,135.9,188,吉野アメダス,奈良県,吉野郡吉野町
64161,天川,ﾃﾝｶﾜ,34.27,135.883,840,天川アメダス,奈良県,吉野郡天川村
64206,上北山,ｶﾐｷﾀﾔﾏ,34.137,136.005,334,上北山アメダス,奈良県,吉野郡上北山村
64227,風屋,ｶｾﾞﾔ,34.045,135.787,301,風屋アメダス,奈良県,吉野郡十津川村
64236,下北山,ｼﾓｷﾀﾔﾏ,34.003,135.967,249,下北山アメダス,奈良県,吉野郡下北山村
64262,葛川,ｸｽﾞｶﾜ,33.953,135.857,396,葛川アメダス,奈良県,吉野郡十津川村
65021,葛城山,ｶﾂﾗｷﾞｻﾝ,34.347,135.437,840,葛城山アメダス,和歌山県,紀の川市
65026,かつらぎ,ｶﾂﾗｷﾞ,34.31,135.528,142,かつらぎアメダス,和歌山県,伊都郡かつらぎ町
65036,友ケ島,ﾄﾓｶﾞｼﾏ,34.28,134.998,44,友ケ島アメダス,和歌山県,和歌山市
65042,和歌山,ﾜｶﾔﾏ,34.228,135.163,14,和歌山地方気象台,和歌山県,和歌山市
65061,高野山,ｺｳﾔｻﾝ,34.222,135.59,801,高野山アメダス,和歌山県,伊都郡高野町
65106,湯浅,ﾕｱｻ,34.035,135.182,8,湯浅アメダス,和歌山県,有田郡湯浅町
65121,清水,ｼﾐｽﾞ,34.087,135.425,240,清水アメダス,和歌山県,有田郡有田川町
65127,護摩壇山,ｺﾞﾏﾀﾞﾝｻﾞﾝ,34.04,135.567,1130,護摩壇山アメダス,和歌山県,田辺市
65162,龍神,ﾘｭｳｼﾞﾝ,33.945,135.557,410,龍神アメダス,和歌山県,田辺市
65201,川辺,ｶﾜﾍﾞ,33.893,135.217,84,川辺アメダス,和歌山県,日高郡日高川町
65226,本宮,ﾎﾝｸﾞｳ,33.837,135.773,60,本宮アメダス,和歌山県,田辺市
65256,栗栖川,ｸﾘｽｶﾞﾜ,33.792,135.513,160,栗栖川アメダス,和歌山県,田辺市
65276,新宮,ｼﾝｸﾞｳ,33.687,135.97,18,新宮アメダス,和歌山県,新宮市
65288,南紀白浜,ﾅﾝｷｼﾗﾊﾏ,33.662,135.363,89,南紀白浜航空気象観測所,和歌山県,西牟婁郡白浜町
65306,西川,ﾆｼｶﾜ,33.638,135.71,150,西川アメダス,和歌山県,東牟婁郡古座川町
65311,色川,ｲﾛｶﾜ,33.675,135.848,275,色川アメダス,和歌山県,東牟婁郡那智勝浦町
65321,日置川,ﾋｷｶﾞﾜ,33.605,135.48,17,日置川アメダス,和歌山県,西牟婁郡白浜町
65356,潮岬,ｼｵﾉﾐｻｷ,33.45,135.757,68,潮岬特別地域気象観測所,和歌山県,東牟婁郡串本町
66046,上長田,ｶﾐﾅｶﾞﾀ,35.297,133.725,430,上長田アメダス,岡山県,真庭市
66056,恩原,ｵﾝﾊﾞﾗ,35.3,133.987,734,恩原アメダス,岡山県,苫田郡鏡野町
66091,千屋,ﾁﾔ,35.103,133.435,525,千屋アメダス,岡山県,新見市
66112,富,ﾄﾐ,35.178,133.805,480,富アメダス,岡山県,苫田郡鏡野町
66127,奈義,ﾅｷﾞ,35.112,134.17,212,奈義アメダス,岡山県,勝田郡奈義町
66136,今岡,ｲﾏｵｶ,35.098,134.325,207,今岡アメダス,岡山県,美作市
66171,久世,ｸｾ,35.068,133.753,144,久世アメダス,岡山県,真庭市
66186,津山,ﾂﾔﾏ,35.063,134.008,146,津山特別地域気象観測所,岡山県,津山市
66221,新見,ﾆｲﾐ,34.943,133.518,393,新見アメダス,岡山県,新見市
66226,下呰部,ｼﾓｱｻﾞｴ,34.965,133.628,180,下呰部アメダス,岡山県,真庭市
66237,旭西,ｱｻﾋﾆｼ,34.962,133.812,230,旭西アメダス,岡山県,久米郡美咲町
66251,赤磐,ｱｶｲﾜ,34.918,134.082,56,赤磐アメダス,岡山県,赤磐市
66276,陣山,ｼﾞﾝﾔﾏ,34.828,133.523,529,陣山アメダス,岡山県,高梁市
66287,吉備中央,ｷﾋﾞﾁｭｳｵｳ,34.817,133.705,340,吉備中央アメダス,岡山県,加賀郡吉備中央町
66296,福渡,ﾌｸﾜﾀﾘ,34.867,133.903,63,福渡アメダス,岡山県,岡山市
66306,和気,ﾜｹ,34.815,134.183,35,和気アメダス,岡山県,和気郡和気町
66336,高梁,ﾀｶﾊｼ,34.792,133.61,60,高梁アメダス,岡山県,高梁市
66346,日応寺,ﾆﾁｵｳｼﾞ,34.757,133.855,239,岡山航空気象観測所,岡山県,岡山市
66381,佐屋,ｻﾔ,34.685,133.445,390,佐屋アメダス,岡山県,井原市
66391,矢掛,ﾔｶｹﾞ,34.617,133.618,18,矢掛アメダス,岡山県,小田郡矢掛町
66408,岡山,ｵｶﾔﾏ,34.685,133.925,5,岡山地方気象台,岡山県,岡山市
66421,虫明,ﾑｼｱｹﾞ,34.682,134.207,10,虫明アメダス,岡山県,瀬戸内市
66446,倉敷,ｸﾗｼｷ,34.59,133.768,3,倉敷アメダス,岡山県,倉敷市
66481,笠岡,ｶｻｵｶ,34.502,133.495,0,笠岡アメダス,岡山県,笠岡市
66501,玉野,ﾀﾏﾉ,34.487,133.95,2,玉野アメダス,岡山県,玉野市
67016,高野,ﾀｶﾉ,35.033,132.902,570,高野アメダス,広島県,庄原市
67026,道後山,ﾄﾞｳｺﾞﾔﾏ,35.057,133.188,729,道後山アメダス,広島県,庄原市
67052,君田,ｷﾐﾀ,34.928,132.83,304,君田アメダス,広島県,三次市
67106,三次,ﾐﾖｼ,34.812,132.85,159,三次アメダス,広島県,三次市
67116,庄原,ｼｮｳﾊﾞﾗ,34.86,133.023,300,庄原アメダス,広島県,庄原市
67126,東城,ﾄｳｼﾞｮｳ,34.895,133.277,310,東城アメダス,広島県,庄原市
67136,八幡,ﾔﾜﾀ,34.708,132.173,774,八幡アメダス,広島県,山県郡北広島町
67151,大朝,ｵｵｱｻ,34.768,132.463,399,大朝アメダス,広島県,山県郡北広島町
67161,美土里,ﾐﾄﾞﾘ,34.722,132.655,318,美土里アメダス,広島県,安芸高田市
67191,油木,ﾕｷ,34.763,133.278,510,油木アメダス,広島県,神石郡神石高原町
67211,王泊,ｵｵﾄﾞﾏﾘ,34.698,132.312,525,王泊アメダス,広島県,山県郡北広島町
67212,加計,ｶｹ,34.61,132.32,210,加計アメダス,広島県,山県郡安芸太田町
67217,都志見,ﾂｼﾐ,34.647,132.443,400,都志見アメダス,広島県,山県郡北広島町
67231,甲田,ｺｳﾀﾞ,34.695,132.76,185,甲田アメダス,広島県,安芸高田市
67251,上下,ｼﾞｮｳｹﾞ,34.693,133.117,384,上下アメダス,広島県,府中市
67271,内黒山,ｳﾁｸﾞﾛﾔﾏ,34.597,132.177,987,内黒山アメダス,広島県,山県郡安芸太田町
67292,三入,ﾐｲﾘ,34.545,132.53,70,三入アメダス,広島県,広島市
67306,安宿,ｱｽｶ,34.567,132.838,363,安宿アメダス,広島県,東広島市
67316,世羅,ｾﾗ,34.583,133.05,350,世羅アメダス,広島県,世羅郡世羅町
67326,府中,ﾌﾁｭｳ,34.562,133.232,70,府中アメダス,広島県,府中市
67351,佐伯湯来,ｻｴｷﾕｷ,34.498,132.29,206,佐伯湯来アメダス,広島県,広島市
67371,志和,ｼﾜ,34.498,132.66,215,志和アメダス,広島県,東広島市
67376,東広島,ﾋｶﾞｼﾋﾛｼﾏ,34.417,132.7,224,東広島アメダス,広島県,東広島市
67386,本郷,ﾎﾝｺﾞｳ,34.435,132.918,331,広島航空気象観測所,広島県,三原市
67401,福山,ﾌｸﾔﾏ,34.447,133.247,2,福山特別地域気象観測所,広島県,福山市
67421,廿日市津田,ﾊﾂｶｲﾁﾂﾀ,34.365,132.19,317,廿日市津田アメダス,広島県,廿日市
67437,広島,ﾋﾛｼﾏ,34.398,132.462,4,広島地方気象台,広島県,広島市
67461,竹原,ﾀｹﾊﾗ,34.33,132.982,5,竹原アメダス,広島県,竹原市
67471,生口島,ｲｸﾁｼﾞﾏ,34.278,133.123,3,生口島アメダス,広島県,尾道市
67496,大竹,ｵｵﾀｹ,34.222,132.22,1,大竹アメダス,広島県,大竹市
67511,呉,ｸﾚ,34.24,132.55,4,呉特別地域気象観測所,広島県,呉市
67566,倉橋,ｸﾗﾊｼ,34.092,132.488,3,倉橋アメダス,広島県,呉市
67576,呉市蒲刈,ｸﾚｼｶﾏｶﾞﾘ,34.165,132.748,48,呉市蒲刈アメダス,広島県,呉市
68022,西郷,ｻｲｺﾞｳ,36.203,133.333,27,西郷特別地域気象観測所,島根県,隠岐郡隠岐の島町
68046,西郷岬,ｻｲｺﾞｳﾐｻｷ,36.178,133.323,80,隠岐航空気象観測所,島根県,隠岐郡隠岐の島町
68056,海士,ｱﾏ,36.097,133.097,3,海士アメダス,島根県,隠岐郡海士町
68091,鹿島,ｶｼﾏ,35.52,132.983,3,鹿島アメダス,島根県,松江市
68121,斐川,ﾋｶﾜ,35.413,132.89,2,出雲航空気象観測所,島根県,出雲市
68132,松江,ﾏﾂｴ,35.457,133.065,17,松江地方気象台,島根県,松江市
68156,出雲,ｲｽﾞﾓ,35.332,132.73,20,出雲アメダス,島根県,出雲市
68166,大東,ﾀﾞｲﾄｳ,35.318,132.965,56,大東アメダス,島根県,雲南市
68181,伯太,ﾊｸﾀ,35.35,133.273,23,伯太アメダス,島根県,安来市
68206,佐田,ｻﾀﾞ,35.222,132.723,100,佐田アメダス,島根県,出雲市
68246,大田,ｵｵﾀﾞ,35.19,132.497,30,大田アメダス,島根県,大田市
68261,掛合,ｶｹﾔ,35.197,132.815,215,掛合アメダス,島根県,雲南市
68276,横田,ﾖｺﾀ,35.173,133.103,369,横田アメダス,島根県,仁多郡奥出雲町
68286,福光,ﾌｸﾐﾂ,35.07,132.333,8,福光アメダス,島根県,大田市
68306,赤名,ｱｶﾅ,35.002,132.712,444,赤名アメダス,島根県,飯石郡飯南町
68346,桜江,ｻｸﾗｴ,34.953,132.333,32,桜江アメダス,島根県,江津市
68351,川本,ｶﾜﾓﾄ,34.977,132.492,132,川本アメダス,島根県,邑智郡川本町
68376,浜田,ﾊﾏﾀﾞ,34.897,132.07,19,浜田特別地域気象観測所,島根県,浜田市
68401,瑞穂,ﾐｽﾞﾎ,34.853,132.53,327,瑞穂アメダス,島根県,邑智郡邑南町
68421,三隅,ﾐｽﾐ,34.795,131.948,9,三隅アメダス,島根県,浜田市
68431,弥栄,ﾔｻｶ,34.777,132.108,380,弥栄アメダス,島根県,浜田市
68436,波佐,ﾊｻﾞ,34.78,132.197,370,波佐アメダス,島根県,浜田市
68456,高津,ﾀｶﾂ,34.675,131.79,54,石見航空気象観測所,島根県,益田市
68462,益田,ﾏｽﾀﾞ,34.687,131.85,22,益田アメダス,島根県,益田市
68501,匹見,ﾋｷﾐ,34.572,132.017,259,匹見アメダス,島根県,益田市
68516,津和野,ﾂﾜﾉ,34.462,131.77,165,津和野アメダス,島根県,鹿足郡津和野町
68541,吉賀,ﾖｼｶ,34.392,131.893,250,吉賀アメダス,島根県,鹿足郡吉賀町七日市
69006,境,ｻｶｲ,35.543,133.235,2,境特別地域気象観測所,鳥取県,境港市
69021,塩津,ｼｵﾂ,35.523,133.567,15,塩津アメダス,鳥取県,西伯郡大山町
69041,青谷,ｱｵﾔ,35.52,133.997,13,青谷アメダス,鳥取県,鳥取市
69052,湖山,ｺﾔﾏ,35.53,134.165,15,鳥取航空気象観測所,鳥取県,鳥取市
69061,岩井,ｲﾜｲ,35.558,134.36,19,岩井アメダス,鳥取県,岩美郡岩美町
69076,米子,ﾖﾅｺﾞ,35.433,133.338,7,米子特別地域気象観測所,鳥取県,米子市
69101,倉吉,ｸﾗﾖｼ,35.473,133.838,8,倉吉アメダス,鳥取県,倉吉市
69111,鹿野,ｼｶﾉ,35.413,134.017,210,鹿野アメダス,鳥取県,鳥取市
69122,鳥取,ﾄｯﾄﾘ,35.487,134.238,7,鳥取地方気象台,鳥取県,鳥取市
69152,大山,ﾀﾞｲｾﾝ,35.393,133.537,875,大山アメダス,鳥取県,西伯郡大山町
69161,関金,ｾｷｶﾞﾈ,35.378,133.757,150,関金アメダス,鳥取県,倉吉市
69181,佐治,ｻｼﾞ,35.328,134.113,210,佐治アメダス,鳥取県,鳥取市
69196,若桜,ﾜｶｻ,35.333,134.405,231,若桜アメダス,鳥取県,八頭郡若桜町
69222,江尾,ｴﾋﾞ,35.288,133.483,155,江尾アメダス,鳥取県,日野郡江府町
69246,智頭,ﾁｽﾞ,35.263,134.24,182,智頭アメダス,鳥取県,八頭郡智頭町
69271,茶屋,ﾁｬﾔ,35.187,133.23,490,茶屋アメダス,鳥取県,日野郡日南町
71066,池田,ｲｹﾀﾞ,34.023,133.795,214,池田アメダス,徳島県,三好市
71087,穴吹,ｱﾅﾌﾞｷ,34.04,134.157,160,穴吹アメダス,徳島県,美馬市
71106,徳島,ﾄｸｼﾏ,34.067,134.573,2,徳島地方気象台,徳島県,徳島市
71136,半田,ﾊﾝﾀﾞ,33.99,134.037,228,半田アメダス,徳島県,美馬郡つるぎ町
71191,京上,ｷｮｳｼﾞｮｳ,33.867,133.903,532,京上アメダス,徳島県,三好市
71211,福原旭,ﾌｸﾊﾗｱｻﾋ,33.878,134.388,290,福原旭アメダス,徳島県,勝浦郡上勝町
71231,蒲生田,ｶﾓﾀﾞ,33.837,134.742,10,蒲生田アメダス,徳島県,阿南市
71251,木頭,ｷﾄｳ,33.772,134.198,363,木頭アメダス,徳島県,那賀郡那賀町
71266,日和佐,ﾋﾜｻ,33.732,134.538,3,日和佐アメダス,徳島県,海部郡美波町
71291,海陽,ｶｲﾖｳ,33.612,134.355,5,海陽アメダス,徳島県,海部郡海陽町
72061,内海,ｳﾁﾉﾐ,34.472,134.273,20,内海アメダス,香川県,小豆郡小豆島町
72086,高松,ﾀｶﾏﾂ,34.318,134.053,9,高松地方気象台,香川県,高松市
72111,多度津,ﾀﾄﾞﾂ,34.275,133.752,4,多度津特別地域気象観測所,香川県,仲多度郡多度津町
72121,滝宮,ﾀｷﾉﾐﾔ,34.237,133.923,60,滝宮アメダス,香川県,綾歌郡綾川町
72126,香南,ｺｳﾅﾝ,34.213,134.015,185,高松航空気象観測所,香川県,高松市
72146,引田,ﾋｹﾀ,34.213,134.407,12,引田アメダス,香川県,東かがわ市
72161,財田,ｻｲﾀ,34.12,133.772,65,財田アメダス,香川県,三豊市
72176,竜王山,ﾘｭｳｵｳｻﾞﾝ,34.113,134.05,1040,竜王山アメダス,徳島県,徳島県美馬市
73001,大三島,ｵｵﾐｼﾏ,34.25,133.007,9,大三島アメダス,愛媛県,今治市
73071,玉川,ﾀﾏｶﾞﾜ,34.018,132.94,67,玉川アメダス,愛媛県,今治市
73076,今治,ｲﾏﾊﾞﾘ,34.053,132.975,27,今治アメダス,愛媛県,今治市
73126,西条,ｻｲｼﾞｮｳ,33.915,133.08,4,西条アメダス,愛媛県,西条市
73141,新居浜,ﾆｲﾊﾏ,33.937,133.338,90,新居浜アメダス,愛媛県,新居浜市
73151,四国中央,ｼｺｸﾁｭｳｵｳ,33.982,133.582,75,四国中央アメダス,愛媛県,四国中央市
73152,富郷,ﾄﾐｻﾄ,33.915,133.51,310,富郷アメダス,愛媛県,四国中央市
73166,松山,ﾏﾂﾔﾏ,33.843,132.777,32,松山地方気象台,愛媛県,松山市
73168,松山南吉田,ﾏﾂﾔﾏﾐﾅﾐﾖｼﾀﾞ,33.827,132.698,4,松山航空気象観測所,愛媛県,松山市
73231,上林,ｶﾐﾊﾔｼ,33.738,132.89,460,上林アメダス,愛媛県,東温市
73247,成就社,ｼﾞｮｳｼﾞｭｼｬ,33.795,133.132,1280,成就社アメダス,愛媛県,西条市
73256,長浜,ﾅｶﾞﾊﾏ,33.617,132.48,4,長浜アメダス,愛媛県,大洲市
73271,中山,ﾅｶﾔﾏ,33.638,132.708,163,中山アメダス,愛媛県,伊予市
73276,久万,ｸﾏ,33.663,132.895,511,久万アメダス,愛媛県,上浮穴郡久万高原町
73306,大洲,ｵｵｽﾞ,33.508,132.535,20,大洲アメダス,愛媛県,大洲市
73321,獅子越峠,ｼｼｺﾞｴﾄｳｹﾞ,33.543,132.832,1000,獅子越峠アメダス,愛媛県,喜多郡内子町
73341,瀬戸,ｾﾄ,33.447,132.257,143,瀬戸アメダス,愛媛県,西宇和郡伊方町
73351,八幡浜,ﾔﾜﾀﾊﾏ,33.448,132.433,8,八幡浜アメダス,愛媛県,八幡浜市
73406,宇和,ｳﾜ,33.367,132.503,200,宇和アメダス,愛媛県,西予市
73442,宇和島,ｳﾜｼﾞﾏ,33.227,132.552,2,宇和島特別地域気象観測所,愛媛県,宇和島市
73446,近永,ﾁｶﾅｶﾞ,33.253,132.675,129,近永アメダス,愛媛県,北宇和郡鬼北町
73516,御荘,ﾐｼｮｳ,32.963,132.57,12,御荘アメダス,愛媛県,南宇和郡愛南町
74056,本川,ﾎﾝｶﾞﾜ,33.765,133.338,605,本川アメダス,高知県,吾川郡いの町
74071,本山,ﾓﾄﾔﾏ,33.753,133.575,252,本山アメダス,高知県,長岡郡本山町
74101,池川,ｲｹｶﾞﾜ,33.607,133.17,141,池川アメダス,高知県,吾川郡仁淀川町
74126,繁藤,ｼｹﾞﾄｳ,33.678,133.685,346,繁藤アメダス,高知県,香美市
74136,大栃,ｵｵﾄﾞﾁ,33.698,133.875,210,大栃アメダス,高知県,香美市
74151,魚梁瀬,ﾔﾅｾ,33.615,134.108,450,魚梁瀬アメダス,高知県,安芸郡馬路村
74166,佐川,ｻｶﾜ,33.512,133.272,80,佐川アメダス,高知県,高岡郡佐川町
74182,高知,ｺｳﾁ,33.567,133.548,1,高知地方気象台,高知県,高知市
74187,後免,ｺﾞﾒﾝ,33.59,133.643,12,後免アメダス,高知県,南国市
74188,南国日章,ﾅﾝｺｸﾆｯｼｮｳ,33.545,133.668,9,高知航空気象観測所,高知県,南国市
74237,船戸,ﾌﾅﾄ,33.417,133.088,425,船戸アメダス,高知県,高岡郡津野町
74238,鳥形山,ﾄﾘｶﾞﾀﾔﾏ,33.48,133.083,835,鳥形山アメダス,高知県,吾川郡仁淀川町
74271,安芸,ｱｷ,33.488,133.933,6,安芸アメダス,高知県,安芸市
74276,田野,ﾀﾉ,33.427,134.007,17,田野アメダス,高知県,安芸郡田野町
74296,梼原,ﾕｽﾊﾗ,33.39,132.922,415,梼原アメダス,高知県,高岡郡梼原町
